text,label,cleaned_text
"One minute you nice,next minute you a ",1,one minute nice next minute
"Obama, Dems Ignoring - Working Around the U.S. RETWEET ",0,obama dems ignoring working around u retweet
Today's The Day by on Hits Camp Tunes ,0,today day hit camp tune
Sexy Guys,0,sexy guy
cops bust drug-fueled gay orgy at home of missionaries ,0,cop bust drug fueled gay orgy home missionary
= Brexit devaluation. End of story ,0,brexit devaluation end story
Novo Nordisk has confirmed certain pens distributed in Ireland have been affected ,0,novo nordisk confirmed certain pen distributed ireland affected
"Brexit negotiator in post-exit trade warning — Sky News Business (SkyNewsBiz) July 6, ",0,brexit negotiator post exit trade warning sky news business skynewsbiz july
yes all ghosts are gay you ,1,yes ghost gay
"Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",0,russia solely responsible campaign meddling nobody really know trump said live update
My primer was $40 bitch this face ain't moving an inch ,0,primer bitch face moving inch
Justin Bieber Battles Man Flu On Stage At BST Hyde Park 2017 | Contactmu.. Related Articles: ,0,justin bieber battle man flu stage bst hyde park contactmu related article
Justin Bieber's 2U is constantly plying on this music channel and I can't help it to squeal every time I spot Stella ooops ,0,justin bieber u constantly plying music channel help squeal every time spot stella ooops
is frontrunner for ,0,frontrunner
"There's: ""Hoe"" ""Slut"" ""Bitch"" ""Cunt"" ""Whore"" Abuse Sexual assault Dehumanization You get the idea. Y'all treat like ",0,hoe slut bitch cunt whore abuse sexual assault dehumanization get idea treat like
I find the ranking of priests vs journalists particularly ironic here... ,0,find ranking priest v journalist particularly ironic
"Ray Kurzweil, talks to The Drum about brand trust, how AI can help advertisers; technology aiding human evolution… ",0,ray kurzweil talk drum brand trust ai help advertiser technology aiding human evolution
The man who won the Brexit referendum for Leave who now thinks it was a mistake ,0,man brexit referendum leave think mistake
Donald Trump: Russia may have interfered with 2016 Presidential election ,0,donald trump russia may interfered presidential election
"Integration Architect, Dublin - ",0,integration architect dublin
You can't take advantage of first class if you've only signed up to economy. Nor should you be able to. ,1,take advantage first class signed economy able
Well said we can be incredibly selfish sometimes in Ireland. the EU has and continues to be good for ,0,well said incredibly selfish sometimes ireland eu continues good
"Katie Hopkins (formerly Anthony): British actor/actress, most notably portraying Hannibal in ",0,katie hopkins formerly anthony british actor actress notably portraying hannibal
; bet you a heterosexual orgy in the vatican would see the priests get counseling and th… ,0,bet heterosexual orgy vatican would see priest get counseling th
"(13) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,photo justin bieber spotted sydney australia today july
Thread from one of the wisest Twitter commentators on Brexit.,0,thread one wisest twitter commentator brexit
Excellent. Well said. All credit to those who are constantly ,0,excellent well said credit constantly
"When priveleged white men have ideas; ""Let's give Muslim women freedom of choice, by not letting them choose""... o_O ",0,priveleged white men idea let give muslim woman freedom choice letting choose
a list of fandom things that make me uncomfortable: 1. omega verse/mpreg 2. gender swaps 3. y/n insert fics 4. 13 yr ,0,list fandom thing make uncomfortable omega verse mpreg gender swap n insert fics yr
We need to vett our Supreme Court and weed out the political Liberal ,1,need vett supreme court weed political liberal
"Trump in Poland again blamed Obama for Russian hacking issues, ""why didn't he do something about it?"" DT, what are YOU ",0,trump poland blamed obama russian hacking issue something dt
100 on my whrist 80 on me whrist lil pump never spend his Money on his ,0,whrist whrist lil pump never spend money
"South-Africa, - darling of the liberal world in 1994, - State Capture Report in 2 Minutes via ",0,south africa darling liberal world state capture report minute via
"Maybe he thinks this is really cool; 'liberal,' but stuff like this just reinforces notion of sexuality as a choice ",0,maybe think really cool liberal stuff like reinforces notion sexuality choice
When my bitch Candace hype me up I can't with her she does the ,0,bitch candace hype
"He HATES Obama because he doesn't have the brains,the class,the intellect of Obama. ",1,hate obama brain class intellect obama
"Careful. He/she is *this* close to defending American values from you, ",1,careful close defending american value
MARK LIVE ACCOUSTIC SINGING JUSTIN BIEBER LOVE YOURSELF,0,mark live accoustic singing justin bieber love
Almost told her bitch your man is almost 50... They stopped me because ....... The age thing is a touchy issue in that ,0,almost told bitch man almost stopped age thing touchy issue
"""Donald Trump is a selfish man's president"" ",1,donald trump selfish man president
WATCH: Former Labor leader Mark Latham says he's getting 'overwhelmed' with invitations to Liberal Party events. Live ,0,watch former labor leader mark latham say getting overwhelmed invitation liberal party event live
Some in politics would rather see Brexit delivered even if it meant Britain failed. ,0,politics would rather see brexit delivered even meant britain failed
Trent Partridge Trump: Russia 'and others' meddled in election ,0,trent partridge trump russia others meddled election
"""The man who led the drive to pull Britain out of the EU is admitting that it may well not work"" ",0,man led drive pull britain eu admitting may well work
"Also True, She Worked With Senator Lindsey Graham To Do It (More Bipartisan Evidence) ",0,also true worked senator lindsey graham bipartisan evidence
"LIVE NOW: Liberal members don't want Abbott to stop, while most ministers don't want him to stay. Is it time for a ",0,live liberal member want abbott stop minister want stay time
"""Then gathered the chief priests and the Pharisees a council, and said, What do we? for this man doeth many miracles."" ~John ",0,gathered chief priest pharisee council said man doeth many miracle john
"The word "" bitch"" has no gender .... These niggas bitches too ",0,word bitch gender nigga bitch
Fired FBI Director Comey decided to bury 47 hard drives with PROOF of Obama's spying. Furious yet? Watch this: ,0,fired fbi director comey decided bury hard drive proof obama spying furious yet watch
is dying. The British public realise they ,0,dying british public realise
Trump's first mistake was bringing Obama with him on this trip.Badmouthing… ,0,trump first mistake bringing obama trip badmouthing
police bust 'drug-fueled orgy' at top priest's apartment ,0,police bust drug fueled orgy top priest apartment
Donald Trump to warn that future of west is in doubt in Warsaw speech ,0,donald trump warn future west doubt warsaw speech
Bitch where? ,0,bitch
Just in case you missed the 'Vote Leave Chief admits Brexit was an error' story... ,0,case missed vote leave chief admits brexit error story
Anytime a nigga in a pic with the bad bitch hand...just know he don't give two fucks,0,anytime nigga pic bad bitch hand know give two fuck
Swim Ireland CEO Sarah Keane gets our Inspiring Girls In Sport Conference underway ,0,swim ireland ceo sarah keane get inspiring girl sport conference underway
"K-ELF , You will Destroy Super Junior !!!!! because you. fucking bitch ! ",1,k elf destroy super junior fucking bitch
BITCH THE FUCK DID I DO TO ,1,bitch fuck
"Technically, does an orgy have a minimum number of participants? ",0,technically orgy minimum number participant
High attendance at session with Joyce Epstein Aine Lynch from Ireland and Eileen Prior from ,0,high attendance session joyce epstein aine lynch ireland eileen prior
I think every belieber loves this about him! Justin ,0,think every belieber love justin
Five red hot American ‘punk’ bands you need to know including via ,0,five red hot american punk band need know including via
"President Donald Trump says the U.S. is working with Poland to address Russia's ""destabilising ",0,president donald trump say u working poland address russia destabilising
Which are you in debate? HT ,0,debate ht
"*slides $20 to One more gay character I'm begging u, plz just confirm it - it can be anyone but it'll",0,slide one gay character begging u plz confirm anyone
"Tomorrow, my Husband and I are heading off to beautiful Ireland for a well deserved holiday. However, there is no...",0,tomorrow husband heading beautiful ireland well deserved holiday however
His first mistake was bringing Obama with him on this trip.Badmouthing Obama may please his base here but Obama is,0,first mistake bringing obama trip badmouthing obama may please base obama
Psst! I'm in the Republic of Ireland! The fact that you've screwed No… ,0,psst republic ireland fact screwed
Indeed. The Mail/Sun/Star/Telegraph/Express to name but a few media outlets are vehemently anti Brexit.,0,indeed mail sun star telegraph express name medium outlet vehemently anti brexit
i need a FUCKING hug,0,need fucking hug
"(12) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6)",0,photo justin bieber spotted sydney australia today july
Mor Justin Bieber Justin Bieber Justin ,0,mor justin bieber justin bieber justin
Male model murdered 'for being too good-looking'... ,0,male model murdered good looking
And yet there ARE ,0,yet
Irish building sites face more chaos as crane drivers vote to ramp up strikes ,0,irish building site face chaos crane driver vote ramp strike
Trump meets Poland's Duda in Warsaw - U.S. President Donald Trump meets Polish President Andrzej Duda ahead of ... ,0,trump meet poland duda warsaw u president donald trump meet polish president andrzej duda ahead
bitch i hate when something happens and im CALM and then someone yells to me and i get so ,1,bitch hate something happens im calm someone yell get
"They will be more happy if China attacks India,defeat for Modi but victory for this liberal gang, why… ",0,happy china attack india defeat modi victory liberal gang
"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from 'Purpose' to receive ",0,life worth living justin bieber certified gold u th song purpose receive
"Wonderful to hear Sharan Burrow, leader of the global trade union movement, address us here in Belfast, Ireland at the ",0,wonderful hear sharan burrow leader global trade union movement address u belfast ireland
It's nothing to do with Toby Emily it's to do with you and that bitch sending hate to ,0,nothing toby emily bitch sending hate
"""It is the end of CNN"" is exactly what Vince McMahon &amp; Donald Trump were planning 10 years ago when they made the ",0,end cnn exactly vince mcmahon amp donald trump planning year ago made
"Wearing make up does not make you gay. Make up is literally just a tool to dress up. Amazing, isn't ",0,wearing make make gay make literally tool dress amazing
My fav made my Venmo balance $100 to say goodnight he's the best weak bitch ever. ,1,fav made venmo balance say goodnight best weak bitch ever
Continuing good news: UK shrugged off with record in the first half of 2017 ,0,continuing good news uk shrugged record first half
PMD has become one of the region’s most influential medical device manufacturers ,0,pmd become one region influential medical device manufacturer
Do I think it's right to cheat? I plead the 5th. Such moral pontifications are best left to priests and politicians. I'm here to ,0,think right cheat plead th moral pontifications best left priest politician
Ah the priests in the Vatican must be opposing it too then ,0,ah priest vatican must opposing
Yeah next thing you'll see is the president on a ,0,yeah next thing see president
"""We said Hi to Justin; he said 'Hey, what's up?' We told him we loved his jumper he smiled at us!"" - fans who met ",0,said hi justin said hey told loved jumper smiled u fan met
"So, this group can not self control, the cult has no internal sherif, there for the cult of the Roman Catholic... ",1,group self control cult internal sherif cult roman catholic
Both and get their orders from China. Purchased at a Price ,0,get order china purchased price
New Zealand MPs apologise for hurt caused by gay sex convictions ,0,new zealand mp apologise hurt caused gay sex conviction
"Pray for Steve Scalise, he's back in the ICU. All because a liberal disagreed with his opinion. The left should be ",0,pray steve scalise back icu liberal disagreed opinion left
"Katie Hopkins, who's wages you pay called for a 'final solution' in regard to Mus… ",0,katie hopkins wage pay called final solution regard mu
Vatican police 'break up gay orgy at home of secretary of one of Pope Francis's key advisers' ,0,vatican police break gay orgy home secretary one pope francis key adviser
Less of a meme. More me and f*ck you - nicely. Katie Hopkins calls CNN Clinton News Network ,0,less meme f ck nicely katie hopkins call cnn clinton news network
when will you accept you're part of the problem There are NO upsides to for bar ,0,accept part problem upside bar
"Why was this same press not critical of Obama, who set up a culture of corruption in the ",0,press critical obama set culture corruption
"Didn't expect this from Sushma Swaraj, one of the most liberal ministers in the NDA. ",0,expect sushma swaraj one liberal minister nda
"WATCH: Uniting Ireland. Economically viable, or fiscal deal-breaker? - I spoke with Irish Republican MEP ",0,watch uniting ireland economically viable fiscal deal breaker spoke irish republican mep
Media spent more time looking for a Reddit user than it ever did finding the truth behind Obama's illegal cash ,0,medium spent time looking reddit user ever finding truth behind obama illegal cash
FEMALE PRIESTS ARE NOW IN DF GLOBAL And I really don't want to play DFO ,0,female priest df global really want play dfo
Check out this job title at RSA Insurance Ireland.: I'm sure it's indury not inury ,0,check job title rsa insurance ireland sure indury inury
The arrogance and lack of respect for our system of governance that Obama is demonstratin… ,1,arrogance lack respect system governance obama demonstratin
Vatican police 'break up gay orgy' at home of one of Pope Francis' advisors ,0,vatican police break gay orgy home one pope francis advisor
The problem is that all of us (liberal and conservative) have been conditioned not to th… ,0,problem u liberal conservative conditioned th
. purple dots on this map show where birds ringed in Britain Ireland have been found - isn't migration amazing? ,0,purple dot map show bird ringed britain ireland found migration amazing
Jesuit priests solve murders in the film adaptation of FH Batacan's Palanca-award winning novel | READ: ,0,jesuit priest solve murder film adaptation fh batacan palanca award winning novel read
Girls with resting bitch face are lowkey the best to date. They only smile at you the rest of the time look like they ,0,girl resting bitch face lowkey best date smile rest time look like
County Galway – one of Ireland’s most beautiful and popular areas. Discover what it has to offer ,0,county galway one ireland beautiful popular area discover offer
dont listen to them they're a little ,0,dont listen little
New book reveals Massive Clinton/Obama cover-up ,0,new book reveals massive clinton obama cover
Obama Bundler Judge William Orrick Wrong on Sanctuary City Funding ,0,obama bundler judge william orrick wrong sanctuary city funding
And we look forward to you accepting the need for as turns out to be the disaster any ,0,look forward accepting need turn disaster
Pls play me Justin Bieber despacito please ,0,pls play justin bieber despacito please
"EU chief neg ""in classical negotiation 'no deal' would mean stauts quo. In Brexit 'no deal' means return to a ",0,eu chief neg classical negotiation deal would mean stauts quo brexit deal mean return
"What is Liam Fox smoking? Without the overt support of the Daily Mail, Telegraph, Sun and other rags, Brexit would… ",0,liam fox smoking without overt support daily mail telegraph sun rag brexit would
"Hearts in Ireland | Ian Cathro talks Perry Kitchen, midfield reinforcements Kyle Lafferty debut ",0,heart ireland ian cathro talk perry kitchen midfield reinforcement kyle lafferty debut
You were never an atheist but confuse horny abnormal masturbator anti gay in denial ,1,never atheist confuse horny abnormal masturbator anti gay denial
The whole speech made me cry. Obama didn't respect our Vets or any of our men and women in ,1,whole speech made cry obama respect vet men woman
But he had a go at Bad ,0,go bad
i got so many groups i wanna stan espeCIALLY SEVENTEEN ,0,got many group wanna stan especially seventeen
"Vastly underreported for much too long: Persecution of gay men, LGBT+ people in Putin violates human rights ",0,vastly underreported much long persecution gay men lgbt people putin violates human right
"The priesthood has, ironically, long been a sanctity for gay Catholics. Many gays became priests but… ",0,priesthood ironically long sanctity gay catholic many gay became priest
"Liberal dummy spitters can't get what they want so fuck everything and leave the country in shit, sick of these ass ",0,liberal dummy spitter get want fuck everything leave country shit sick as
Andrew Garfield Causes Twitter Frenzy After Claiming He’s Gay ,0,andrew garfield cause twitter frenzy claiming gay
"2. In Russia remarks, Trump appears angrier with Obama's response than Putin's meddling. “Why did Obama do nothing about ",0,russia remark trump appears angrier obama response putin meddling obama nothing
"(10) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,photo justin bieber spotted sydney australia today july
"Without associates, Priests can celebrate 4-7 Masses per weekend. The Pope's instruction to prefer concelebration is ",0,without associate priest celebrate mass per weekend pope instruction prefer concelebration
"""I am beginning to hear talk in some quarters that Brexit may not actually happen"" reports ",0,beginning hear talk quarter brexit may actually happen report
